STATISTIC,Month,Taxation.Class,value
Vehicles Licensed for the First Time,2010 November,Secondhand Goods Vehicles,529
Vehicles Licensed for the First Time,2010 November,Secondhand Tractors,174
Vehicles Licensed for the First Time,2010 November,Secondhand Other Vehicles,358
Vehicles Licensed for the First Time,2010 November,Secondhand Motor Cycles,114
Vehicles Licensed for the First Time,2010 December,All Vehicles,3615
Vehicles Licensed for the First Time,2010 December,New Vehicles,1008
Vehicles Licensed for the First Time,2010 December,New Private Cars,647
Vehicles Licensed for the First Time,2010 December,New Goods Vehicles,238
Vehicles Licensed for the First Time,2010 December,New Tractors,32
Vehicles Licensed for the First Time,2010 December,New Motor Cycles,15
Vehicles Licensed for the First Time,2010 December,New Exempt Vehicles,62
Vehicles Licensed for the First Time,2010 December,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",14
Vehicles Licensed for the First Time,2010 December,Secondhand Vehicles,2607
Vehicles Licensed for the First Time,2010 December,Secondhand Private Cars,1948
Vehicles Licensed for the First Time,2010 December,Secondhand Goods Vehicles,300
Vehicles Licensed for the First Time,2010 December,Secondhand Tractors,133
Vehicles Licensed for the First Time,2010 December,Secondhand Other Vehicles,186
Vehicles Licensed for the First Time,2010 December,Secondhand Motor Cycles,40
Vehicles Licensed for the First Time,2011 January,All Vehicles,18701
Vehicles Licensed for the First Time,2011 January,New Vehicles,15176
Vehicles Licensed for the First Time,2011 January,New Private Cars,13624
Vehicles Licensed for the First Time,2011 January,New Goods Vehicles,969
Vehicles Licensed for the First Time,2011 January,New Tractors,94
Vehicles Licensed for the First Time,2011 January,New Motor Cycles,111
Vehicles Licensed for the First Time,2011 January,New Exempt Vehicles,290
Vehicles Licensed for the First Time,2011 January,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",88
Vehicles Licensed for the First Time,2011 January,Secondhand Vehicles,3525
Vehicles Licensed for the First Time,2011 January,Secondhand Private Cars,2565
Vehicles Licensed for the First Time,2011 January,Secondhand Goods Vehicles,429
Vehicles Licensed for the First Time,2011 January,Secondhand Tractors,172
Vehicles Licensed for the First Time,2011 January,Secondhand Other Vehicles,266
Vehicles Licensed for the First Time,2011 January,Secondhand Motor Cycles,93
Vehicles Licensed for the First Time,2011 February,All Vehicles,20117
Vehicles Licensed for the First Time,2011 February,New Vehicles,15696
Vehicles Licensed for the First Time,2011 February,New Private Cars,13470
Vehicles Licensed for the First Time,2011 February,New Goods Vehicles,1349
Vehicles Licensed for the First Time,2011 February,New Tractors,170
Vehicles Licensed for the First Time,2011 February,New Motor Cycles,78
Vehicles Licensed for the First Time,2011 February,New Exempt Vehicles,536
Vehicles Licensed for the First Time,2011 February,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",93
Vehicles Licensed for the First Time,2011 February,Secondhand Vehicles,4421
Vehicles Licensed for the First Time,2011 February,Secondhand Private Cars,3312
Vehicles Licensed for the First Time,2011 February,Secondhand Goods Vehicles,510
Vehicles Licensed for the First Time,2011 February,Secondhand Tractors,169
Vehicles Licensed for the First Time,2011 February,Secondhand Other Vehicles,284
Vehicles Licensed for the First Time,2011 February,Secondhand Motor Cycles,146
Vehicles Licensed for the First Time,2011 March,All Vehicles,19307
Vehicles Licensed for the First Time,2011 March,New Vehicles,14483
Vehicles Licensed for the First Time,2011 March,New Private Cars,12390
Vehicles Licensed for the First Time,2011 March,New Goods Vehicles,1179
Vehicles Licensed for the First Time,2011 March,New Tractors,173
Vehicles Licensed for the First Time,2011 March,New Motor Cycles,140
Vehicles Licensed for the First Time,2011 March,New Exempt Vehicles,518
Vehicles Licensed for the First Time,2011 March,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",83
Vehicles Licensed for the First Time,2011 March,Secondhand Vehicles,4824
Vehicles Licensed for the First Time,2011 March,Secondhand Private Cars,3503
Vehicles Licensed for the First Time,2011 March,Secondhand Goods Vehicles,466
Vehicles Licensed for the First Time,2011 March,Secondhand Tractors,240
Vehicles Licensed for the First Time,2011 March,Secondhand Other Vehicles,414
Vehicles Licensed for the First Time,2011 March,Secondhand Motor Cycles,201
Vehicles Licensed for the First Time,2011 April,All Vehicles,18321
Vehicles Licensed for the First Time,2011 April,New Vehicles,13246
Vehicles Licensed for the First Time,2011 April,New Private Cars,11171
Vehicles Licensed for the First Time,2011 April,New Goods Vehicles,1219
Vehicles Licensed for the First Time,2011 April,New Tractors,152
Vehicles Licensed for the First Time,2011 April,New Motor Cycles,117
Vehicles Licensed for the First Time,2011 April,New Exempt Vehicles,506
Vehicles Licensed for the First Time,2011 April,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",81
Vehicles Licensed for the First Time,2011 April,Secondhand Vehicles,5075
Vehicles Licensed for the First Time,2011 April,Secondhand Private Cars,3677
Vehicles Licensed for the First Time,2011 April,Secondhand Goods Vehicles,459
Vehicles Licensed for the First Time,2011 April,Secondhand Tractors,267
Vehicles Licensed for the First Time,2011 April,Secondhand Other Vehicles,403
Vehicles Licensed for the First Time,2011 April,Secondhand Motor Cycles,269
Vehicles Licensed for the First Time,2011 May,All Vehicles,16185
Vehicles Licensed for the First Time,2011 May,New Vehicles,11418
Vehicles Licensed for the First Time,2011 May,New Private Cars,9359
Vehicles Licensed for the First Time,2011 May,New Goods Vehicles,1190
Vehicles Licensed for the First Time,2011 May,New Tractors,219
Vehicles Licensed for the First Time,2011 May,New Motor Cycles,132
Vehicles Licensed for the First Time,2011 May,New Exempt Vehicles,430
Vehicles Licensed for the First Time,2011 May,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",88
Vehicles Licensed for the First Time,2011 May,Secondhand Vehicles,4767
Vehicles Licensed for the First Time,2011 May,Secondhand Private Cars,3415
Vehicles Licensed for the First Time,2011 May,Secondhand Goods Vehicles,470
Vehicles Licensed for the First Time,2011 May,Secondhand Tractors,285
Vehicles Licensed for the First Time,2011 May,Secondhand Other Vehicles,341
Vehicles Licensed for the First Time,2011 May,Secondhand Motor Cycles,256
Vehicles Licensed for the First Time,2011 June,All Vehicles,15936
Vehicles Licensed for the First Time,2011 June,New Vehicles,10981
Vehicles Licensed for the First Time,2011 June,New Private Cars,9240
Vehicles Licensed for the First Time,2011 June,New Goods Vehicles,964
Vehicles Licensed for the First Time,2011 June,New Tractors,204
Vehicles Licensed for the First Time,2011 June,New Motor Cycles,99
Vehicles Licensed for the First Time,2011 June,New Exempt Vehicles,396
Vehicles Licensed for the First Time,2011 June,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",78
Vehicles Licensed for the First Time,2011 June,Secondhand Vehicles,4955
Vehicles Licensed for the First Time,2011 June,Secondhand Private Cars,3563
Vehicles Licensed for the First Time,2011 June,Secondhand Goods Vehicles,446
Vehicles Licensed for the First Time,2011 June,Secondhand Tractors,276
Vehicles Licensed for the First Time,2011 June,Secondhand Other Vehicles,413
Vehicles Licensed for the First Time,2011 June,Secondhand Motor Cycles,257
Vehicles Licensed for the First Time,2011 July,All Vehicles,13496
Vehicles Licensed for the First Time,2011 July,New Vehicles,8600
Vehicles Licensed for the First Time,2011 July,New Private Cars,6953
Vehicles Licensed for the First Time,2011 July,New Goods Vehicles,895
Vehicles Licensed for the First Time,2011 July,New Tractors,179
Vehicles Licensed for the First Time,2011 July,New Motor Cycles,107
Vehicles Licensed for the First Time,2011 July,New Exempt Vehicles,384
Vehicles Licensed for the First Time,2011 July,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",82
Vehicles Licensed for the First Time,2011 July,Secondhand Vehicles,4896
Vehicles Licensed for the First Time,2011 July,Secondhand Private Cars,3594
Vehicles Licensed for the First Time,2011 July,Secondhand Goods Vehicles,423
Vehicles Licensed for the First Time,2011 July,Secondhand Tractors,229
Vehicles Licensed for the First Time,2011 July,Secondhand Other Vehicles,417
Vehicles Licensed for the First Time,2011 July,Secondhand Motor Cycles,233
Vehicles Licensed for the First Time,2011 August,All Vehicles,10077
Vehicles Licensed for the First Time,2011 August,New Vehicles,5275
Vehicles Licensed for the First Time,2011 August,New Private Cars,3653
Vehicles Licensed for the First Time,2011 August,New Goods Vehicles,968
Vehicles Licensed for the First Time,2011 August,New Tractors,143
Vehicles Licensed for the First Time,2011 August,New Motor Cycles,106
Vehicles Licensed for the First Time,2011 August,New Exempt Vehicles,356
Vehicles Licensed for the First Time,2011 August,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",49
Vehicles Licensed for the First Time,2011 August,Secondhand Vehicles,4802
Vehicles Licensed for the First Time,2011 August,Secondhand Private Cars,3729
Vehicles Licensed for the First Time,2011 August,Secondhand Goods Vehicles,360
Vehicles Licensed for the First Time,2011 August,Secondhand Tractors,199
Vehicles Licensed for the First Time,2011 August,Secondhand Other Vehicles,343
Vehicles Licensed for the First Time,2011 August,Secondhand Motor Cycles,171
Vehicles Licensed for the First Time,2011 September,All Vehicles,9034
Vehicles Licensed for the First Time,2011 September,New Vehicles,4272
Vehicles Licensed for the First Time,2011 September,New Private Cars,2861
Vehicles Licensed for the First Time,2011 September,New Goods Vehicles,894
Vehicles Licensed for the First Time,2011 September,New Tractors,121
Vehicles Licensed for the First Time,2011 September,New Motor Cycles,83
Vehicles Licensed for the First Time,2011 September,New Exempt Vehicles,260
Vehicles Licensed for the First Time,2011 September,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",53
Vehicles Licensed for the First Time,2011 September,Secondhand Vehicles,4762
Vehicles Licensed for the First Time,2011 September,Secondhand Private Cars,3663
Vehicles Licensed for the First Time,2011 September,Secondhand Goods Vehicles,384
Vehicles Licensed for the First Time,2011 September,Secondhand Tractors,206
Vehicles Licensed for the First Time,2011 September,Secondhand Other Vehicles,356
Vehicles Licensed for the First Time,2011 September,Secondhand Motor Cycles,153
Vehicles Licensed for the First Time,2011 October,All Vehicles,7678
Vehicles Licensed for the First Time,2011 October,New Vehicles,3236
Vehicles Licensed for the First Time,2011 October,New Private Cars,2216
Vehicles Licensed for the First Time,2011 October,New Goods Vehicles,645
Vehicles Licensed for the First Time,2011 October,New Tractors,97
Vehicles Licensed for the First Time,2011 October,New Motor Cycles,61
Vehicles Licensed for the First Time,2011 October,New Exempt Vehicles,173
Vehicles Licensed for the First Time,2011 October,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",44
Vehicles Licensed for the First Time,2011 October,Secondhand Vehicles,4442
Vehicles Licensed for the First Time,2011 October,Secondhand Private Cars,3492
Vehicles Licensed for the First Time,2011 October,Secondhand Goods Vehicles,403
Vehicles Licensed for the First Time,2011 October,Secondhand Tractors,149
Vehicles Licensed for the First Time,2011 October,Secondhand Other Vehicles,267
Vehicles Licensed for the First Time,2011 October,Secondhand Motor Cycles,131
Vehicles Licensed for the First Time,2011 November,All Vehicles,6872
Vehicles Licensed for the First Time,2011 November,New Vehicles,2311
Vehicles Licensed for the First Time,2011 November,New Private Cars,1398
Vehicles Licensed for the First Time,2011 November,New Goods Vehicles,624
Vehicles Licensed for the First Time,2011 November,New Tractors,103
Vehicles Licensed for the First Time,2011 November,New Motor Cycles,40
Vehicles Licensed for the First Time,2011 November,New Exempt Vehicles,114
Vehicles Licensed for the First Time,2011 November,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",32
Vehicles Licensed for the First Time,2011 November,Secondhand Vehicles,4561
